,#AUTHID,STATUS
35,2ea1efd66ffc011621a4a74e06005e23,"""we have to continually be jumping off cliffs and developing our wings on the way down"" -*PROPNAME*. can't sleep because the dog  keeps barking at something in the yard and its kinda freakin me out now takes the storke exit into IV instead of the los carneros exit... weird is so excited to finally get out of the hospital tomorrow! ""all we have is hope and love, so don't you worry child, so don't you worry 'bout a thing in the night, for those can life us up so we can rise, so we can rise above the madness"" -*PROPNAME* is thankful for a warm fire, good wine and her ladies :D is anyone home in this ghost town? is overwhelmed by data... and this is supposed to be a quick, easy lab? I barely even know where to start... my lack of experience is kicking my ass :( is headin to the doctor yet again but then Reggae in the Redwoods tonight at the Brookdale Lodge :D just got back from the reel rock film show and officially views *PROPNAME* as the biggest badass EVER is repairing her very broken math skills one equation at a time I think we're walking step in step, But you don't speak your mind. I think I see it in your eyes, but maybe its just a reflection of mine. is missing Isla Vista hardcore tonight :( I need an adventure... just finished her last quarter at UCSB. Crazy. is gettin' on the road, feelin' fine. I'll be back in Isla Vista in no time! is in isla vista without a phone is about to go for a thankgiving hike with her family :) is living on cloud nine... aka in the Montecito Hills. the house I moved into is insanely beautiful and best of all... its free!!! has a new perspective. Its crazy how close I came to dying on friday.... I'm very happy to be out of the hospital and at my parent's house again. Come visit me! I'm on bed rest 'till Sunday and then only low activity for the next 3 months is waging a vendetta against UCSB parking services! got burned by steak grease and has blisters on her leg :(   I'm just tryin to ignore it but I think the chef owes me a serious sesh (*cough* *PROPNAME* *cough*cough*) hahaha broke her forearm, dislocated and sheared her elbow, fractured 3 ribs and lacerated her spleen jumping off a ledge into the san lorenzo river on friday. She'll be on the 2nd floor in dominican hospital rm 2210 until tuesday if anyone wants to keep her com folk and tribal arts festival at the museum of natural history, gonna go find some gifts and watch some bellydancing :) Is in Hawaii, yay! just got the most amazing rainbow tutu and leggings! Does anyone have malarone (anti-malaria med) that they don't need? is headin downtown for some live music on this lovely sunday afternoon :) is going to the city tonight even though she's broken! ooo and my cousin drew a pretty pink cupcake on my cast :D which mustache?!?! is applying for the Peace Corps//Master's International in Civil Engineering! is regaining her colors and fitting into her skin again :D A simple smile can change a day, an understanding look can say ""I know exactly how you feel."" But we have learned to build our walls, so very strong and very tall, for fear of what the world might steal ""we never forget the truth, we only get better at lying to ourselves"" roast + wine + family + south park = a very happy *PROPNAME* is getting on her longboard for the first time in 3 months :D !!!!! Now it's time to go around Isla Vista collecting flowers for my new apartment :) woke up in a lot of pain and then hit the morphine button like 6 times... pain's not totally gone but at least its subsided a little Is packing up old baggage, mailing it away to Timbuktu and starting a new day :) is so stoked to see *PROPNAME*, *PROPNAME* and *PROPNAME* at the Hollywood Bowl with her lady tonight!!! is bored in santa cruz... is bargin it up north! is in San Diego, boarding the MV explorer tomorrow morning! If you want to follow my voyage, I'm keeping a blog at    http:////sherrinthelove.blogspot.com// will not be going on the fall 2009 semester at sea voyage. Doctor's orders. I have never been so devastated in my entire life... finally got her computer back in shape! Open office, utorrent and skype; now I can actually make use of my computer again! I find it interesting that I cannot reply to comments on *PROPNAME*'s page without entering my phone number. A neighbor of mine received threatening calls from a conservative group after voicing her opinion at a rally. How they got her number I do not know but I wonder if the same would have happened to me if I entered my number... Scary stuff is exhausted but so ready to see her ladies tomorrow! is in Hawaii yay! No more phone after this... email at arsherrin@semesteratsea.net finally has some legit painkillers, hopefully my metal arm stops hurting soon! for now, i think i'm gonna watch the entire series of Entourage since I still have two days of bed rest. *PROPNAME* can help me back to health anyday ;) so i dont have to keep typing this evrytime sum1 asks... slipped during a cliff jump, didnt clear the rocks below. sheared the ball joint in my left elbow, dislocated it (compound fracture), compound fracture in my forearm, 3 fractured ribs and lacerated  That is a problem. That is not trusting the nowness properly that what is the actual experience now possesses a lot of powerful things. It is so powerful that we can't face it. Therefore, we have to borrow from the past and invite the future all the time. Maybe that's why we seek religion. Maybe that's why we march in the street. Maybe that's why we complain to society. Maybe that's why we vote for the presidents. is spending her day off watching Dexter instead of being productive like she should be... is so sick of this hospital and not being able to do things on her own"
36,301e1788a595203d0daf3fed10afe1c9,"some asshole side-swided my car... off to work!! doesn't know what to do now... hoping that tomorrow will be better than today... I'll take it... work this morning then MHC bound! had an amazing weekend, but now it is time to get some work done! really f-in upset... interview @ Elon!! IN MHC!!! relaxing at Chapel Ridge Pool...call me if you would like to join. 252-646-3927! had a bad day... got the job!!! Its way to early on a Saturday to be heading to work... MHC for Seafood Festival!! Time for some good music, good food, and great friends!"
37,318bf822d4f2bd3920367560218619c0,"is celebrating her 90th day with dieting and work whahooo! not. Is trying to figure out everything..... is ready for her day off is rediscovering her love for bjork is actually going to see someone besides my mother on my day off. No offense mom. U r fabulous but im turning into a 13-year-old not-out-of-the-closet-yet gay man by the amount of time i spend with you. hates the business that is the United States' healthcare system Is wearing red lipstick, watching movies, hot boys, and her mother screech at the family dog..... ""random"" doesnt even begin to describe this scene Ten Movies to Watch Right Now (and some you can Instant Netflix) 1. La Vie En Rose 2. Shrink (if you love LA) 3. Paris Je'taime (if you love Paris) 3. Clay Pidgeons (*PROPNAME* is priceless) 4. Quills 5. Away We Go 6. Sunshine Cleaning 7. A League of Their Own 8. Smart People (I Heart *PROPNAME*'s Page and SJP) 9. Frost//Nixon 10. Doubt has bed bugs..... ewwwww! RIP Prague nights Fall semester 2007 wants to know when she became a single 35-year-old lady. Tonight I visited a dating site and watched ""accidentally on purpose"" and felt for the characters. seriously?! is excited to kick it old school with an old friend in a new place misses the ability to drive wishes she was moving on up in the world. but at least she has ja'mie to get her through it. true blood is getting me in the halloween spirit. damn, bill is hot. ""La Vie En Rose""- there are no words. Absolutely brilliant, honest, and beautiful movie. Its the little things in life- fresh flowers, katie ion, netflix instant movies rhinanna is just getting crazier and crazier. or more stupid. really hates California's economy right now is 3 years to go wants no more friend or exboyfriend drama drama is hoping to finally get a break tomorrow! is slightly smitten with the phoenix family. its weird, i know. s g-ma is the coolest Um, amy poehler is rocking my world right now. seriously, the bad date rant was HYSTERICAL. tivo that shit. and by that shit, i mean parks and recreation. why does netflix need me to have at least 6 dvds in my queue? i think 5 is quite enough, thank you gluttonous 'merica. is sick in an way she's never been physically sick before. feels like a hangover mixed with the flu mixed with weakness and nausea is flashing lights kanye style needs a hot hair cut. anyone know where i can get a fierce one for under 50 in vc? Is having a great day so far, thanks to santa paula noon meetings. and my mom. intervention- heroine and xanax and crack- oh my. is *PROPNAME*'s bestbian is in love with *PROPNAME*. Target is my savior- sandals, dresses and shirts, oh my! summer heights high. ja'mie, jonah, and mr. g. im hooked on chris lilley. Turbo tax tried charging me $140 dollars to process my taxes. my mom did it for free. fuck you turbo tax and thanks mom for saving the day. Loves avoiding burning a whole in her pocket. Lesportsac purses and DVD overload. is out for the count one minute at a time wants to find a way to san fran after the new year is having a bad day. not even target, shoes, nor a good guacamole carls jr. burger could bring me up. Mi familia de la cuidad de mexico esta aqui! Necesito que practicar mi espanol."
38,325e62f4e7e4f64a03fcf831a8d80bf1,is lonely. is studying to take the NCLEX. Why does everyone hate on wanting to do nothing with your life? Lol. Apparently that just isn't an option.
39,330abbccd3c0ad0fdb0cbe815599bd4f,is looking to hire an end user support technician. talking to the two little guys standing on my shoulders about the iPhone hates wearing contacts to work. now needs another costume idea for the 80's party! wants some Alertos to cure this hangover just found a new way to annoy coworkers: drink a big gulp of water and chew as you slowly swallow it feels niceness is wasted on some people The best winter holiday season of my life has concluded
40,331a1fdb9c8304206db1b7c4c6852363,"Wow, already a two-hour delay. I just moved everything that was on my Myspace to this ""wonderful"" site. I really don't even know why. I was bored maybe? I bet I'll hardly ever use it. Almost killed myself trying to get a piece of non-existent parchment paper from my spider infested basement. Also, why would we buy Amish fruit salad? These are the questions Guess I might start using Facebook more then...So much info to port over. Reading ""A Clockwork Orange"", and then on to ""Slaughter-House five""...probably The French have redeemed themselves as a nationality with the invention of Parkour! bought ""Season 1"" of the old Thundercats cartoon; watching the shit out of this old nostalgic favorite right now. On an unrelated note, I have TONS of homework. Looks like a good combination. Watching a bunch of movies. I'm starting with ""The Quiet Earth"" Mom woke me up today at noon; I was a little peeved. Stayed in bed for about ten minutes and went: Oh shit, it's Christmas isn't it. Completely forgot. Gonna read ""SHF"" Facebook is very hard to navigate with everything written like a pirate. I'll just have to adjust :) is listening to some kickass Russian hip-hop. I have no clue what they're saying, but it's awesome. SLEEP... Just found a word for word modern translation of Othello; Hoorah, Hooray! Parkour: Not good to practice in the house. Just slept from 7AM to 5PM @_@. Woops In the process of trying to write a masterpiece! (oh, the vanity) What's with everyone going to bed so early? The night is still within the nadir. The last remnants of the day remain like a youthful child reluctant to mature. Carpe Noctem! Yea, so, *PROPNAME*'s reading assignment...not due tomorrow. Just letting you guys know."
41,33e1c2ac25051eda8cc69d1379f584eb,"I like my life right now... :) Motivation = Zero Conflictmanagement are really interesting... I just find out that i'm more like my mother then I thought :) First day of school wasn't so bad.... Just abit scary ;) RIP *PROPNAME* - Boyzone will never be the same without you.... Had my first statistics class today and it was so..... hmmm... how should I say it.... messy maybe...  this really gonna be a strange class..... Have a new IPOD :) I'm off to work!! have the evening shift.... From All of Us to All of You a Very Merry Christmas :) !!!! I'm Happy, Happy, Happy, Happy.... Thanks everyone for the nice Birthday wishes I love you all!!!! :D My troath hurts :( Got a new mobilephone..... :) Have done Zumba for the past 1 hour... a really greate form of workout.. Love it!! :) Back home again from the Tallinn Party Cruise.... Tierd but Happy :) It's Snowing!!! Ahhhhhhh....."
42,341d74a026925b6a0bde7b58c519c414,My iPhone is down again
43,370a8295df2f8b9069e75422c37d2639,"little brak!!!!!!!!!!!!! yea!!!!!!!!! kenau to me.............. wierd yea merry x-mas everi1! <3 u! love looks not with the eye but with the mind and therefore, is winged cupid painted blind? IS SOOOOOO EXCITED 4 THE HOLS hmmmmmm............ its so hot!!!! i'm DIEING! We'll miss u so so much *PROPNAME*! im going away tomoro!!!!!!!!!!!!!!!!!!!!!!!!! hmph close and i'll kiss u 2moro i'll miss u remember i'll always be true.......... I CANT GET THAT FRIKIN SONG OUT MY HEAD!!!!!!!!!!!!!!!"
44,37195f370c3fd7486ccedb1519b026c2,"hates saying bye to *PROPNAME*=( couldn't hate these new Gap commercials more. They are seriously the devil's handiwork. Weekends go by so quickly... =( Mmm. Nothing like tea and Galetti to transport me back to early morning breakfasts in Florence. Good god, vacation can't get here soon enough. Here I come sun, sand, fresh seafood, and pleasure reading! Ok, the new *PROPNAME* & *PROPNAME* is kind of amazing. NOW who is coming with me on 10//22? *PROPNAME* at RitFit is my new favorite person. It's kinda nice to be cajoled into thinking you're ""way stronger than you think"" at doing bicep curls. And that's what I'm paying him for. got a white Christmas of her own: hilltop house engulfed in a cloud all day! Thx for pulling through, St. John ;-) 34,865 Kleenex and some codeine later, Kea rejoins the world of the living... Well, it finally happened: I bought a coffee so big it didn't fit in my microwave for re-heating. (Sub-status update: Go to bing.com for some major Boston pride ;-) Out into the cool fall air for lots of mocha and a little studying. Almost just passed out in the library trying to test my Valsalva//baroreceptor//HR reflex. And no, my reflex is NOT intact, thankyouforasking. Frick! Just burned out. Really, USMLE World? You really want me to know which growth factor receptors have intrinsic tyrosine kinase activity, and which ones need JAK//STAT for signal transduction? I poop on you. Sunday. *PROPNAME* gone. And the person standing in line behind me at the minimart, who saw me paying with a bill that had a giant inappropriate anatomical figure on it, was a pastor. Of course. Who's gonna see the Harry Potter movie with me? The person who comes is still allowed to judge me. If this societal obsession with vampires had happened while I was going through my ""phase"" in middle school, it really could have changed my life. So like, what's the deal with *PROPNAME*? I think I'm missing a basic understanding of this cultural phenomenon. wishes the weekend would never end =) had about 7L of insensible losses via mouth-breathing last night and woke up with a tongue the consistency of beef jerky. This viral URI can stick it up its tiny viral you-know-whoosy. took the first step toward developing a green thumb today. Windowbox basil, anyone? Buy a Christmas//Hannukah//Kwanzaa//Solstice tree? Check. Get Step 1 books? Check. Start dinner before 10pm? Check. It's really amazing what we can accomplish when we're let out of surgery early! Good luck on shelves tomorrow, friends! Did anyone else think it was obvious *PROPNAME* and *PROPNAME* were getting a divorce like 34 seasons ago? just found a blue rubber band in her pork wonton. finally drove out the dust ponies. They were becoming too domesticated and needed to be set free in their natural habitat. Halfway done with med school and off to the Outer Banks for two weeks. Limited access to phone and e-mail, but will check when I can! CONGRATS classmates! I hate to disappoint you, but my rubber lips are immune to your charms. No wonder *PROPNAME* *PROPNAME* *PROPNAME* dumped *PROPNAME*. His song about her is HORRENDOUS, even for a 90s ballad. Now I understand that *PROPNAME* is a (marginal) step up for her. *Shudder* Meh. Had a dream last night that I defied the laws of the space-time continuum. Isn't that like the holy grail of dreams? is sick =( just canceled out the vote of an obnoxious, be-cashmere-scarved prettyman chanting ""*PROPNAME*, hare krishna, *PROPNAME*"" in the middle of Starbucks. Health care for all! ""Cuz when the roof caved in and the truth came out I just didn't know what to doooo, But when I become a star we'll be living so large I'll do anything for youuuu..."". On repeat. I don't care if this makes me a loser. Holy crap. I am in love with you *PROPNAME* y *PROPNAME*. IN LOVE WITH YOU. Who dat?! just typed ""loves 30 Rock so much it hurts sometimes"" into the FB search box. I think I'm hemorrhaging brain cells at this point. Not only is Dracula good, but Batman Forever is still amazing. I had SUCH good taste in movies as a high schooler, holy crap! And now I like The Holiday?! is officially more than halfway done studying for Step 1. Yikos. Note to self: Trying to rekindle an old flame for string cheese is not well accomplished using low-salt, skim mozarella sticks. would rather be potting. Even after 10 hours in the studio this weekend... Turned the heat on, finally. Kea: For the love of God, I am begging you to return those heinous Brooks Brothers shirts. *PROPNAME*: Well your face is heinous. And I don't ask you to return THAT. (Just another morning's playful banter between someone studying for Step 1 and someone fighting off an awful cold...) caved. How did fall completely slip through the crack between summer and winter? Santa must LOVE me; St. John bound in T-11 days! Sunday blues. thinks one of her library nemeses is trying her own emergency tactic on her, namely, faking a horrendous cough to drive others away. Oh, it's ON, bitch! watched in shock today as a nurse on the bus poked and yelled at an old, disabled man for sitting too close to her in the section designated for old and disabled people. Wishing I'd said something. Hooked on Weeds without any way of getting my next dose soon. Damn you, Netflix instant queue and your empty promises. *PROPNAME* has officially caused my imminent failing of OB//GYN. I have spent a cumulative day reading ""The Hunger Games"" and its sequel, ""Catching Fire"" in the last week. And now I can't study because I'm pining for the final book in the series, which won't come out til August. Damn you, *PROPNAME*, and your cruel attempt to get me reading again! If there had been a real fire tonight, everyone in my building (including me) would be burned to a crisp right now because apparently a fire alarm isn't enough to lure us from our dens. Seriously going insane. Actually wishing I could move up my date to spare myself the psychological nightmare of last-minute USMLE studying. Me: ""Omg I am tired after two robotic-assisted laparoscopic hysterectomies with bilateral salpingoopherectomies. *PROPNAME*: ""Awesome I did a fatakanicous dilopidous internal rectomy today too."" I pity the fool who is forced to date a med student. Best. Wedding. Ever. I LOVE YOU TO DEATH EM AND COL! Forty-five minutes on a Rittenhouse bench, with a bag full of veggies and La Colombe mocha, really turns the day around =) thinks it feels pretty fly to see her tiny shoots of arugula (and spinach, kale, and two types of lettuces) battling the odds! Hm. Apparently running for the first time in months makes me simultaneously feel like horse $#!@ and want to devour a steak. Wasn't prepared for that. 1. Kea: a) one who has an excessive amount of cool b) a verb showing that someone is doing something sick c) a person filled with self-loathing for actually following this FB fad s library nemesis has answered her pine nut brittle with chips, a paper lunch bag, and a thinly-veiled apology for his ""snack attack."" Touché, library nemesis, touché. Brokeback is officially the most depressing movie of all time. has 10 times more respect for *PROPNAME* after her crazy bra lady moves. Herioc indeed. can't decide if it's good or bad that med students score worse than a monkey randomly choosing an answer for some of these USMLE questions... Is anyone else kinda suffering through this elective ranking process? I spent months obsessing over the exciting possibilities, and now all I want to do is avoid it... I recounted my nap-dream to Raf just now. He recounted that he wanted to shoot himself in the face. Apparently the narrative was much more exciting and dramatic in my head... Days becoming so much shorter... s mind was just completely blown by the awesomeness of Zahav (Israeli restaurant here). Easily in the top three restaurants I've eaten at, worldwide. Go there. Now. Very slowly meandering my way toward garden bliss. Does anyone in Philly have a patio umbrella they're trying to rid themselves of, by chance?"
45,374035e42f4b691c2b9c7b915ef1aeae,what a day...home sweet home! at Great America with over 100 kids......the madness?!?!??!
46,3b474abc02985674f2b64e46a939bb3d,"There was a staff meeting earlier today... When everyone was gathered, attention focused on the manager, I heard the Godfather soundtrack start to play over the speakers... just before the manager started speaking... Coincidence? I THINK NOT! >.> I have to run, run to the moment that set me free. I need to know why I hear the sound... the sound of my dream - The world is so desperate nowadays that the promise for peace can win a man a Nobel Prize. Let's hope that he keeps his word. It's amazing how easily you can find aunties that speak both Malay & Chinese but not english... After spending time on watching Code Geass instead of doing my PW... I realised... that is was soooo worth it... Best Anime Show Ever... Fuck The Ending... ugh... is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D The americans have forgotten that they were once terrorists to the british ~ When you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. Conclusion: Fantasy is addictive. O,O Trust should only be given to those who truly understand its value. needz moar! Realised that he is actually a Virgo... lol I need to get a shirt that says, ""I don't speak Chinese!"" ... Like... seriously... ._. A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born never thought that he would see the day where he would wish for failure. Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.> Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks... I suck! needs to change... No sense makes nonsense, but nonsense makes sense. So what then is nonsense, in a world without sense? O.o Believes that life is like the open sea, and truth is the wind in our sails. (no wonder I'm not moving) is now even less likely to study because fortune teller genius told him that he didn't have to >.> wants the world to hurry up and end already..... Needs to stop consumption of harmful substances ... but can't D: There's this guy at my workplace who only speaks chinese. We communicate through hand signals and inferrence on my part. At first, I just thought that he was really friendly, brotherly love and all that. Then when the aunties saw him smiling at me, then told me in english, ""He's Gay."" Now I'm scared O_O Nothing comes to my mind... No more TV mobile Next year... I am sad... D: I made an oopsie :> Me + Exams = Epic Phail ~.~ Let's see... we've had typhoons in pacific asia, and now heavy flooding in the UK, bushfires in Australia, Landslides in Turkey, Volcano Eruption in Colombia, New mutation of H1N1 that's resistant to tamiflu, and a whole lot of violent human related killings, while here in Singapore we complain about water reaching our ankles... WTF?! I love chaos, for most are consumed by it, blind to its hidden beauty, allowing me excludibility to revel at its magnificence. Can't believe he overslept today... of all days... ~.~ The Day of Reckoning is at hand! XD Something Wicked This Way Comes... ... o.o Weak hearts faint, When troubles rises. Brave hearts soars, Steals all the prizes. False heart, it shrinks small in peace. And finds in fear, no sucrease. Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum. It has been confirmed... I'm going to poly! >=D Now... to find a job while I wait... >.> Thanks to some random person in my class having H1N1, my exams have been postponed for like... A ENTIRE WEEK!!! So now... Back to Warcraft... and imma panic later XD Just had an awesome Friday. Like, Seriously... haha had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil. Thanks everyone, for the birthday wishes, appreciate it (:"
47,3b6a414b280222a29d0a95c473cf6b61,"Go Iowa! is boycotting the 30% chance of rain//snow on Saturday. Laissez le bon temps rouler! Hawkeyes you almost killed me tonight! Thank god we won! is headed to India over winter break! is attic apartment and tornado don't mix...the question is where to take cover? is wondering why it's not sunny. is starting the long process of heading home. is happy to have a new, working laptop. is wishing I didn't have to proctor an exam at 7:30 am on Monday...I hate mornings. just got the oral typhoid vaccine and wonders how many people actually read the informational sheet provided.  I think their references are a little outdated. Harry Potter was excellent! is let the San Francisco adventure begin! Oh tetanus shot, why must you hurt so much?! No one should die because they cannot afford health care, and no one should go broke because they get sick. If you agree, please post this as your status for the rest of the day. Nor should people be forced to go without insurance because the cost of... ""insuring"" oneself is more than their cost of living. 2 classes down...one essay to go. Almost done for the semester! was handed a random baby at the Temple today for a photo opt...Happy Pongal. has successfully completed scuba dives 1 and 2! is done with her fifth semester of graduate school! Go Hawkeyes! Grand slam D *PROPNAME*!!!! will be tailgating at the Iowa game...no rain please!"
48,3cc2cbf4c8c9c9f05590a092a9e9cacb,"*PROPNAME* may have been out of line, but Single Ladies is much better than *PROPNAME*'s crappy song and mediocure video  and at least for once he wasn't complaining about himself not losing ""This is what it's all about, isn't it, listening audience?  A brief seizing brilliance in the immediate air.  A death-rendered flash of perfect equilibrium.""-Don Delillo, Ratner's Star Celebrated the New Year in true Oakland style, hearing automatic gunfire seconds after midnight had a FOG sighting on the street District 9: not perfect but definitely lives up to the hype Damn, U.S. beat Spain? We should be proud"
49,3d7847b1c33b5f5811208b4aa1a7ffbd,"goin' out tonight!  XD sexy new laptop.  yay. SCHOOL'S CLOSED BIATCH!!!!!!!!!!!!!!!!!!!!!!!!!!! still don't have my list of textbooks.  stupid bellmore mail... takes forever to get here!  XO HEADING ON HOME!!!!  YEA BITCHES!!!  LET THE WINTER GAMES BEGIN!  (after i finish my conwest final papers....  ugh!) done with work...for now orientation creeps closer and closer like a birthday cake on wheels. Paper or Plastic FIRE DRILLLL!!! lovin' ""Neighbors Know My Name""- *PROPNAME* and lovin the thumpin of my heart and feet pounding on the dance floor!  been too long baby! retreat in a couple of hours... nervous.  meh! lollipop! didn't sleep 'til 6 am.  can't feel ma toes... wants to play some more tennis. never going home during the weekday ever again!  waking up at 6:30am is a memory i'd rather keep in the past, thank you.  *yawn* just chillin' joy and freedom in the love of God! had it all set up for the weekend.  now it's all ruined.  hopefully, a trip to the met, visit to a spa, and quality time in li will smooth out the wrinkles in this disatrous turn of events.  meh... had a great time with friends, met some new peoples, and experienced one hell of a night!!!! didn't sleep....tired.....probably gonna walk into traffic half-asleep. and the best part...i'm not done with that friggin' essay yet! stupid camera giving me hell!  agh! is chillin'. gonna be in the city about a week to work at New Life Church in Elmhurst for the little kiddies!  :)  yay! waffles is wondering if she should even be here and if nyu was just a bad idea;  a very expensive bad idea.... is on the prowl. There has to be a better way to solve this else I die of fustration and disintegrate in my own rage. trying to do math hw but is distracted with other things like the shiny button on my sweater....  Shiny, i like shiny! is going shopping for college stuff!  WOOO!!! i think this week of college just might kill me is hooked on BONES. ;) boogabooogaboggaaa! rofl how i'm using physics regents table to do college physics hw.  oh the irony. hoping those leaving a safe trip and a lurvly Thanksgiving break.  Only a couple more hours to go!!!  XD THANK GOD THAT WOMAN FINALLY LEFT THE FRIGGIN' HOUSE!!! still writing that essay.... just finished rewatching V for Vendetta and it rocked my sox had a great night out with friends, ate awesome food, and watched stand up comedians on youtube.  fun...and now i'm tired.  g'night everybody. GABRIEL IGLESIAS!!!  XD finished one essay.  Another four-paged essay to go.  But first, a 3 hour nap. :3 at NYU and playing sporkel!!!!  Yup, college is gonna be fun.  ;D prom madness! stupid laptop making ""whir"" sounds.  maybe hitting will make it better?  *laptop dies*  ....damn.... is officially settled in weinstein hall.  rm 428  PURPLE MONKEYS!!!! gotz new shoes.  hooray!  ^o^ messed up an assignment for one class already in the early college season.  FML!!!!!!  stupid hw...  -_-"" 5 page essay... Ready, set, go!!!!!! randomness reigns supreme! anyone wanna watch ice age 3 with me tomorrow? BEACH BALL TONIGHT!!!!!!!   XD oh the craziness of prom... 2 weeks left waiting for vacation time to roll around..... Going to the premier of Harry Potter with me awesome cousins in the city!  Yay!  sry daniel..... had a 5 hour nap and is now procrastinating in writing her essay that's due tomorrow.  XD  whatever.  i gotz myself some smexy posterz!!!!! NYU Portaits: Voices of a People was AMAZING!!!  XD"
50,3fe44fab3eb561ae418a22182ec75fad,is really into the Cocteau Twins and Depeche Mode right now. Debating on whether or not to drink...alcohol...
51,436e99cf44a590f9fa63638544619ce1,"Thank you so much for all the bday love, I'm a lucky girl : ) come to the DERBY tonight to celebrate!!! call or text if you have questions <3 <3 My intention is to go to your damn school...why do I need to write a whole essay telling you that!!! Beautiful ceremony for a beautiful person. You will be missed and loved forever but never forgotten. Rest peacefully <3 It's our god forsaken right to be loved <3 <3 <3 <3'd Cooking up a storm <3 ""Distance is just a test to see how far love can travel"" wondering if I've got the strength to get through this one : // 3 more days until santa barbara!! Its gonna be a phenomenal weeekend : ) True life: two young people believe that love can only be achieved with multiple partners...huh Only made it back to olympic from school...i like : ) Ata motseh chen b'aynai Thinking a downtown sb visit for halloween might be very necessary : ) Define me urban dictionary ""The Most wonderful person in the World. Kind, Sweet, Loving, Caring, Gentle. Perfect in Every way. The one you love for all your life. Crazy hot girl. Beautiful, smart & funny; *PROPNAME* posesses atributes absent in 99.9% of women. Truly a lucky find. Plus she rocks. The most wonderful drug in the world, better know as lortab. taking the pill may cause a sense of euphoria, & well being."" hahaha Had an incredible night...from now on if ur looking for me on a tuesday night I will be at the derbs : ) GOT A JOB!!!! yesssssss : ) : ) : ) Definately maybe : ) On a mission to go back home for the world cup!!! Anyone know how to not make it a mission? haha... South Africa here we come <3 <3 No work tomorrow! finally...time for a great night and a morning of sleeping in : ) My pin: 24797c05 I've lived in this place and I know all the faces Each one is different but they're always the same They mean me no harm but it's time that I face it They'll never allow me to change' Not going to work today...i have a laker game to watch, very important. priorities, priorities. There is never enough time to do everything, but there is always enough time to do the most important thing' : ) This is NOT funny. tornados do not exist in orange county, they just dont. To see you when I wake up is a gift I didn't think could be real' crawling into bed and sleeping for 500000000000   years..... <3 vegas"
52,43e9b5847ad2e94f53bcc9d826093a76,is a licensed driver again! woo hoo dear baseball...please give me someone to root for!
53,448084546d4ae45e47c3a83f338ade56,"BYE PPL! spt has again been amaze n cant wait till next year! Especially bye to *PROPNAME*, *PROPNAME*, *PROPNAME*, n *PROPNAME* - though im sure ill see u all again at some point! Have a great holiday!!! xxxx ive come to the conclusion that some people are really just not worth it - grow up n learn to forgive xxx weeekend :) ppl please stop sendin messages - ur ovloadin facebook :P ahhh its gay wow y do i always seem to have massive convos over the most simplest of things lol had fun last night - was a gd party n other stuff etc etc :P abburido... Feliz navidad!! xxx n now its all over :( - cant get seasons of love out my head though lol  was a pretty gd night tbh :) Yay for tomorrow :P Thanku sooooo much everyone for my birthday comments - im very happy :) xxxx was pretty awesome 2night guys :) - cheers n yay for cars :P Well done!! everyones done soo well so far n talk about energy :D - just 1 show left today was gd fun - was kl seein ppl :D grrrr bloody personal statement - have spent about 4 hours on it now n still have to get rid of 3 lines - its takin just as long to delete parts as it did to write the whole thing :( :( muy infeliz soy feliz :D is very happy - for myself n for charlotte woop :D  p.s. cheers for the car lol :P is gettin rather annoyed at her innability to concentrate n get this one piece of business work finnished grrr - is resisting goin on msn though Not really sure y everyone was so dissapointed by the HP film - i thought it was rather gd :D"
