9685,happy thanksgiving to all my facebook friends and family.  i am thankful for all of you!  have a wonderful day with yours!
7855,enough with the rain already
8870,mom just found out i'm an atheist and is trying to convert me. ahahaha
4404,is going to see *propname*..wooo...is going to see *propname*...wooo! so psyched!!!!
2519,thinks there is a conspiracy among the soup companies to trick you into thinking that the personal size containers are simply a single serving size when they actually contain two servings
1191,misses being naive...now i'm jaded and waiting for something to excite me
7648,had a great day... working on piddly stuff... shower... waiting to talk to *propname*.  :)
1001,it's not premarital sex if no-one will marry you...
5504,damn feeder valve keeps clogging.
5215,is making sweet potatoe split pea soup. i hope it's good!
588,neeeeeeds the dodgers to win this series :(
6096,note to self...do not eat curvy pickles...they will squirt you in the eye when bitten into too feverishly!
9146,those who live by the sword get shot by those who don't.
1335,~ aerobics to family force 5? epic.
4447,flagstaff for the weekend:)
2767,15 minutes of fame: 18 de *propname*
1559,"folk and tribal arts festival at the museum of natural history, gonna go find some gifts and watch some bellydancing :)"
6341,"it's our anniversary - 16 years ago today, the rassool family landed in california to pursue the american dream...."
135,is sick in an way she's never been physically sick before. feels like a hangover mixed with the flu mixed with weakness and nausea
2645,"just went to her first phish show! it was great fun, though i'm not sure who spread the rumor that it's ok to use glowstick goo as body paint."
3017,"no one should be frozen in carbonite, or be slowly digested for a thousand years in the bowels of a sarlaac, just because they couldn't pay *propname* what they owe him. if you agree, post this as your status."
6867,amber decided it would be fun to steal an egg and smash it on the carpet ):
9061,is off camping
5061,enjoyed spending the weekend with my love.  now it is back to the grind.
653,had the strangest night.  i wonder if tonight can top it.
8131,i just saw district 9! probably one of the best sci-fi movies i have ever seen. i recommend anyone that likes action and a good story to go see this movie!
9176,"just got back from rugby and the weight room, going to eat....hit me up later"
622,is at the downtown comedy club again this saturday.  new material.  you're all invited.
3596,going to see inglourious basterds with the boy...
3594,home alone...and terribly bored:(
257,had a great weekend with her... we have to do that again babe...
1793,hahaaaahahahahahaaaahahahahahahahhhaahhahahahahahahahhahahahahhahahahahahhahahahahhahaha.
299,record so hard it broke the needle.
4113,needs job//money to support hobbies other than studying....
4723,is gone home for the day....
9073,is too liberal for canandaigua.
8674,"""those left standing will make millions writing books on the way it should have been"""
6925,cant wait to see new moon & 2012 im counting down the days hahaha
1183,taking this from my brother's status:  if a con is the opposite of pro... does that make congress the opposite of progress?
6065,why do i choose to embarrass myself every chance i get? ugh.
138,is excited for nbc thursdays- especially excited for community
5902,"american airlines is taking doctors and nurses to haiti for free. please call 212-697-9767. spread the word. if you are looking for ways to be of any help... ups is shipping to haiti for free tomorrow!! it has to be under 50 lbs!! if you have anything to give, round up your stuff and... send it out!! please repost this... to spread the word please repost!!!!"
2204,is going to try drawing upstairs.  didn't work so well in the car.  usually a change of atmosphere helps.
665,seriously cannot figure out what the hell is wrong with my steelers!  :(
7231,the world is so desperate nowadays that the promise for peace can win a man a nobel prize. let's hope that he keeps his word.
5960,has been wild a-rumpusing! happy fall break to all.
1720,"getting together map, snacks, music, and up-all-night accessories for hollywood. will starting driving at 4 am."
334,classes over!  home in a week.
7688,*propname* just broke her collar when i took her out... with broad street right outside i only had a minor panic attack.
3918,my mother saw the proposal without me so i've lost my excuse to go see it.
161,is very excite for today and this weekend.
6827,"almost just passed out in the library trying to test my valsalva//baroreceptor//hr reflex. and no, my reflex is not intact, thankyouforasking. frick!"
5436,is ready for baltimore!  (is baltimore ready for hua?  maybe not...)
3714,"took a personality test, and it said that i'm suitable to be a ""supervisor."""
9300,just went on a shopping spree. my goodness gracious... i'll be broke for months...
3745,excited to go to my first japanese private lesson tomorrow.
2014,err:520
350,"""libertarianism is just anarchism for rich people."""
265,is...
2003,and by that i mean that everyone should listen to viva discordia by that handsome devil. now.
1890,passed all three of his entrance exams for theory and history yessss
2045,"nap, two classes, headed home."
313,the best argument against democracy is a five-minute conversation with the average voter.
485,a very happy girl!
3492,"hey all the good old tahoma lodge now has a fan page. please join to support boyce and kay, or to remember the good times."
6685,southside tonight...any takers?
2640,wants a mojito.
1147,stupid t-mobile commercial being filmed in sf today...totally reminding me how much i miss jumping out of planes.
6750,"34,865 kleenex and some codeine later, kea rejoins the world of the living..."
3166,"this rain has gotten me down today, that and the fact that my flat iron died...bad hair and i am cranky...at least i can look forward to glee tonight!"
2946,c'mon ducks! kill it! i wanna do you
4508,actually excited to go workout!
6819,"if there had been a real fire tonight, everyone in my building (including me) would be burned to a crisp right now because apparently a fire alarm isn't enough to lure us from our dens."
7498,"""history must concede that he was in the exceptional position of a self infatuated man who happened to be right"" --- the entertaining things i find while researching"
5932,//machetemachetemachete
4588,monday a.m. yoga...*sigh* my life is so hard ;)
4257,is thrilled that his son *propname* and wife *propname* are expecting!
1839,"*propname* more convincing as the king than *propname*? wow... i mean he's good and all, but i sure know one source of reviews to ignore now"
8163,woot i'm 18 and loving it :d
9086,working on calculus
6256,3//3//10 *propname* is coming!
3151,i think i am going to start a book club with my girlfriends...any of you peaches intersted.  in my mind it will be a good excuse to sit around and drink wine and maybe talk about the book for a few minutes...
5398,is working on new profile pic as e-28.
2801,"life's challenges are not supposed to paralyze you, they're supposed to help you discover who you are."
9075,"""but he hung up the phone slow and sad. dad said ""the worst thing about living here is that you can only kill yourself once."""""
6260,finally found out who got her hubby and kid sick... and is pissed that she didn't find out until her son started puking.
3883,heard the pres was on the tv tonight
9740,"""i'll stay on the bleachers"" - favorite quote for now.. ^_^"
9799,9//9.  finally done.
4108,is just here.
677,bought final draft and is well on the way.
1368,~ grr... school sucks.
3649,"oww...broke my pinky toe, again..."
4436,where are my keys:(
6337,3-ish
1006,"sand is overrated. it's just tiny, little rocks...."
4812,"wishes for more time to do homework... so much reading, so little time."
3799,thinks this is awesome. http:////www.alternative-energy-news.info//ultra-lightweight-bendable-batteries//
1850,wishes people could just agree on one perfect technique and have done with it!
1268,is super stoked to be that much closer to getting to volunteer at one of my fave nonprofits in sf!!!!!
8338,french 12:50 to 2:40 and then work 3:30 to close.  i seriously wish i could just skip all of it.
8113,"brrr!  ""stiff little fingers"" indeed!"
1994,500 days of summer was very very good =d
3295,i <3 house of pies! :d
2304,"no one should die because they cannot afford health care, and no one should go broke because they get sick. if you agree, please post this as your status for the rest of the day."
9356,smitten kittens in mittens while knittin' were spittin' mad until their dad became a part of their fad.
4394,"drum roll please...76.5 hours this week of working. :) going back in at 7:30, then it is over tuesday..yay"
3463,monday morning brain is broken
4464,had a great night out at blues festival! hopefully i wont leave it a year again for my next night out.
2504,"a third of a chicken of a bobcat?  hmm.. yes, *propname*."
7087,hopes it will snow in concord again this week. that was the highlight of the day for sure!
4018,"is no longer going to just stand there. this time, i'm going to bust a move."
8400,"has found another reason not to adopt a child at this time in his life...it's called the movie ""orphan"".  check in if you haven't."
8452,"has to put off the procrastinating till later...it's time to get shit done. but then again, it won't be procrastinating once the shit is done...it'll just be straight chillin. can't wait!"
4084,is back from chicago.
8375,"working 9:15 to close, then who knows"
2435,"""life is miraculous; even when it's disastrous, it's still incredible. i'm fascinated with everything; life is fascinating. i'm fascinated by trees and dogs, but no one wants to hear me talk about it."" -*propname*"
9388,buenos noches! hasta manana *propname* people!
8653,i want this shit forever man.
1950,needs a new camera =[
6536,"ok, yes it's great that the lakers won the championship, but there's no need to start fires and shake cars. east la needs to calm the f down"
9114,going for a long run hit me up later
8485,why is facebook always more interesting when i have a paper to write?
1265,"la critique est aisée, mais l'art est difficile."
6765,"very slowly meandering my way toward garden bliss. does anyone in philly have a patio umbrella they're trying to rid themselves of, by chance?"
3364,"sacrificial furniture pit out side of my house. if anyone wants a dresser, couch, or portable ac unit. stop by the palace in petaluma"
2375,was quite productive today :) time for irish car bombs.
7464,"so one day, i'm going to ride a horse (fresian to be specific) over some majestic rolling hills and *propname* is going to run behnind me with a boombox blasting epic music... i can't wait"
5313,is home in oc!!!!
3986,my foot really hurts. how do i know if it is broken?
3351,survived the fair it was a good time
4759,can't wait!
8389,carlos had a lita-rrific night at moustrap last night
2207,"s mom can't find a cheap orange jansport backpack online because *propname* used one in twilight, so everyone's paying top-dollar for them.  hilarious.  :d"
5716,is delaware-bound in just a few hours!
2871,glad i got the flu vaccination. $30 to feel like i have the flu. well spent.
2728,is still reeling from blue hill at stone barns last night. unreal.
607,and the day he gave *propname* one more chance.
8947,"es momento de aprender a dejar ir las cosas. por favor, que aquella luz, guía mía, me lleve a los lugares indicados."
8199,came fourth in the race around perth today. is super happy about that.
2422,headed to bed with my centipede.
9306,"i found god on the corner of 1st and amistad, where the west was all but won. all alone, smokin' his last cigarette, i said, ""where you been?"" he said ""ask anything..."""
1114,owen gets the number seven?! you just have to love the balls on ferguson
451,everyone should listen to funhouse...best record i've heard in a long time!
2282,-already hitting the wine bottle
9425,i drilled a hole into my finger.. how do you even do this!?
3370,hide away!
8219,"why do we give people titles because of what they do and not who they are? this is what bothers me, but maybe i'm just waiting for a world that sees people not for what they do but who they are."
5938,got some blisters in the garden today.
9426,"donkeys... idk why, they just popped into my head! (he says whilst looking at the donkey game he was ment to send to his world vision kid) woops."
6556,had a really really good day
2427,"come on, somebody tell me how everyone's getting these symbols on fb. this is just too much.  hey guess what else? 199 pages.  got-to-crank-out-one-more..."
6487,picking her nose. ooo gold rush up there!
7332,has a 2x2 bruise from falling at legends...largest i can remember ever having. ow
4496,invisible
4409,ugh that *propname* has the face of a nightmare...ewww
3624,only five more days until i get see angie!!!!!!
2657,"finds it funny to fit her whole life in such little, little boxes. is 'funny' the right word?"
6812,"sunday. *propname* gone. and the person standing in line behind me at the minimart, who saw me paying with a bill that had a giant inappropriate anatomical figure on it, was a pastor. of course."
2825,everything is fine until it isnt. and then you deal with it.
744,only one more exam and den im free!!!!!!!!...until november...
3177,"time mag named this decade the worst since wwii.  my only thought is, has there really been enough decades since wwii to be able to clearly desern that this one is the worst?  granted these last ten years have really kinda sucked as far national tragity...but is there a need to call it the worst since wwii?"
5320,doesn't want to study anymore!!
5234,likes the new spartan football promo video! :) i'm exited for football season!
3746,"up early to finish reading ""the prospector,"" and will leave soon to practice before working."
8544,"""just because i know everything doesn't mean i'll be telling you anything true."""
8454,what to do what to doooo
7312,"had a ridiculous time in holland with his boys *propname* and *propname*. now he needs some shoes, some finances and a hike up the highest mountain in poland."
5127,is ringing in the new year with a bowl of kix & a glass of water & wii golf.  yeah...i'm cool. ; )
2426,"*propname*:   this is a deliberate insult against me and my people. *propname*. *propname*: who the fuck are his people?  *propname*:   i don't know... little scientists, i guess."
4579,"excited...my show is on in 30. rhwnj reunion, part 1!! ?"
1042,the toughest decision of my life: download or sonisphere?
9033,always look on the bright side of life...
122,anthony bourdain bliss
6711,is trying to justify his cmu education in exchange for the psu atmosphere...not really working
6652,so... doubling the rate of failure ~ hahahah
1662,"we are the world should not, under any circumstances, have auto-tune.  or a rap solo.  or vince vaughn."
8061,"sorry i had to bail so early on sanctuary last night, folks...sick & tired does not a fun bev make--sittin' in the corner like ol' granny watchin' the kiddies play outside! *scrunches nose*"
2264,why? why does bioware have to be so mean to me? i know mass effect 2 is out! leave me alone! dx
9856,i need formspring questions people!!
3105,"does it really take cancer or death to bring us to have a heart for our family? really? lord, at this rate, it'll take you coming on the clouds, blowing our minds and shaking us from our complacent lives...complacent in the daily grind. complacent in our justifiable self-pity. complacent in our self-centeredness. it'll take you to show us how wrong we all are."
3282,happy st valentines day!
5941,has no name and is part of the kollective.
5366,today's goal: wash and put away all the dishes and utensils in casitas 8. oh snap.
3135,"what do *propname* and the miami dolphins have in common? they make 70,000 people stand up and yell ""jesus christ""..."
185,what a great day!!!
4353,"is happy to see no rain, hopes it lasts, is excited for what comes next, misses buddies back home, appreciates the buddies she is making up here"
2941,"so pumped to be moving back to berk!!1 oo, ooooooo!!!"
8659,leebrary
